Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec,Company,Country,Smart_Feature,WiFi_Connectivity,Voice_Control,App_Control,Energy_Rating,Annual_Energy_Consumption_kWh,Power_Consumption_Watts,Price_INR,Budget_Segment,Warranty_Years,Noise_Level_Category,Noise_Level_dB,Weight_kg,Suitable_Room,Installation_Required,Portable,Child_Lock,Auto_Shutoff,Timer_Function,Inverter_Technology,Color,Material,Size_Category,Remote_Control,Touch_Control,Display_Type,Connectivity,Power_Source,Certifications,User_Rating,Number_of_Reviews,Recommended_For,Maintenance_Level,Lifespan_Years,Eco_Friendly,Made_in_India,After_Sales_Service,Availability,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
4274,U0543,2290,Smart Lock,Security,purchase,3.3,1,2024-09-20,,Ring,United States,Yes,Yes,Yes,Yes,D,142.1,89,12800,Mid-Range,4,Loud (56-70 dB),60,10.2,Any,Yes,No,No,Yes,No,Yes,Dark Blue,Stainless Steel,Medium,No,Yes,,Zigbee,Battery,Energy Star,3.1,28900,Families,Medium,14,No,No,Poor,Online Only,36-45,Female,Working Professional,Mumbai,Apartment,Mid-Range,Yes,No,Fitness
4275,U1364,2090,Ice Cream Maker,Kitchen,purchase,3.7,1,2023-11-04,,Prestige,India,Yes,Yes,Yes,Yes,B,664.1,746,30800,Premium,3,Loud (56-70 dB),61,8.3,Kitchen,No,No,Yes,Yes,Yes,Yes,Champagne,Carbon Fiber,Large,Yes,Yes,LCD,WiFi,Electric,BIS+ISI,2.5,81296,Families,Low,17,Yes,Yes,Excellent,Metro Cities,26-35,Female,Working Professional,Mumbai,Apartment,Premium,No,Yes,Personal Care
4276,U1973,3067,Projector,Entertainment,view,,0,2024-12-16,39.0,Hisense,China,Yes,No,No,No,B,484.7,317,25900,Premium,1,Ultra Silent (<30 dB),39,47.6,Home Office,No,No,Yes,Yes,Yes,No,White,Glass,Large,Yes,Yes,OLED,,Electric,CE+RoHS,2.6,51828,Families,Low,9,No,No,Excellent,Metro Cities,26-35,Male,Working Professional,Mumbai,Independent House,Premium,Yes,Yes,Kitchen
4277,U0898,2457,Misting Fan,Climate,purchase,5.0,1,2023-05-06,,Philips,Netherlands,No,No,No,No,A,363.6,150,177200,Luxury,6,Loud (56-70 dB),50,27.7,Living Room,Yes,Yes,Yes,Yes,Yes,Yes,Blue,Glass,Small,Yes,Yes,Digital,,Electric,ISI,4.7,17085,Couples,Medium,14,Yes,No,Good,Pan India,18-25,Female,Working Professional,Chennai,Apartment,Mid-Range,Yes,Yes,Climate
4278,U0164,3108,Water Flosser,Personal Care,purchase,4.0,1,2023-02-28,,Waterpik,United States,No,No,No,No,A++,222.0,235,8300,Mid-Range,1,Ultra Silent (<30 dB),28,87.5,Bedroom,No,Yes,No,Yes,No,No,Silver,Aluminum,Small,Yes,No,,,Electric,CE,4.5,13680,Women,Low,11,Yes,No,Good,Select Cities,36-45,Male,Homemaker,Delhi,Apartment,Mid-Range,No,Yes,Entertainment
4279,U0897,3457,Aquarium Filter,Pet,view,,0,2024-10-10,79.0,Fluval,Canada,No,No,No,No,A+,205.9,83,4300,Mid-Range,2,Silent (30-40 dB),71,5.0,Any,No,Yes,No,No,Yes,No,Champagne,Ceramic,Medium,No,No,,,Electric,CE+RoHS,2.5,73492,Pet Owners,High,16,Yes,No,Excellent,Select Cities,26-35,Male,Working Professional,Kolkata,PG/Hostel,Mid-Range,Yes,No,Tools
4280,U1059,2907,Meat Grinder,Kitchen,purchase,3.0,1,2024-08-15,,Ninja,United States,Yes,Yes,Yes,No,C,1743.2,828,23400,Premium,3,Ultra Silent (<30 dB),32,45.7,Kitchen,No,No,Yes,Yes,Yes,Yes,Blue,Plastic,Large,No,Yes,,Z-Wave,Electric,ISI+BIS,3.8,93290,Families,Medium,16,No,No,Excellent,Online Only,26-35,Male,Business Owner,Lucknow,Apartment,Premium,No,Yes,Smart Home
4281,U1154,4530,Ice Maker,Kitchen,wishlist,4.3,0,2023-05-21,,Bosch,Germany,No,No,No,No,A+,3868.1,2710,1300,Budget,2,Ultra Silent (<30 dB),42,28.0,Kitchen,No,No,Yes,Yes,Yes,No,Champagne,Aluminum,Small,No,Yes,Analog,,Electric,Energy Star,3.8,75688,Bachelors,Medium,14,Yes,No,Excellent,Pan India,26-35,Male,Student,Ahmedabad,Apartment,Budget,Yes,No,Tools
4282,U1662,1771,Water Flosser,Personal Care,add_to_cart,,0,2023-09-10,,Philips,Netherlands,Yes,Yes,Yes,Yes,C,3585.1,1730,37500,Premium,1,Ultra Silent (<30 dB),43,51.3,Bathroom,No,Yes,Yes,Yes,No,No,White,ABS Plastic,Compact,Yes,Yes,,Bluetooth,Electric,BIS,2.8,7742,Students,Low,10,No,No,Average,Online Only,26-35,Female,Working Professional,Lucknow,PG/Hostel,Mid-Range,No,Yes,Personal Care
4283,U0975,2119,Air Fryer,Kitchen,view,,0,2024-11-16,24.0,Ninja,United States,Yes,Yes,No,Yes,A+,7009.9,2876,70800,Luxury,2,Loud (56-70 dB),46,34.4,Kitchen,No,Yes,Yes,Yes,Yes,Yes,White,Aluminum,Small,Yes,Yes,Digital,Z-Wave,Electric,Energy Star,3.2,23375,Bachelors,Low,16,Yes,No,Good,Metro Cities,18-25,Female,Business Owner,Lucknow,PG/Hostel,Premium,Yes,No,Kitchen
4284,U1542,4803,Floor Polisher,Cleaning,wishlist,3.2,0,2024-02-05,,Ecovacs,China,No,No,No,No,C,2561.7,1103,54200,Premium,4,Ultra Silent (<30 dB),74,45.4,Kitchen,No,Yes,No,Yes,Yes,No,Gold,Ceramic,Small,Yes,No,,,Electric,ISI,3.8,46941,Offices,High,16,No,No,Excellent,Select Cities,26-35,Male,Working Professional,Ahmedabad,Villa,Premium,Yes,No,Laundry
4285,U1559,600,Electric Toothbrush,Personal Care,purchase,3.5,1,2024-06-28,,Panasonic,Japan,No,No,No,No,C,144.0,95,2700,Budget,3,Loud (56-70 dB),28,36.8,Bathroom,No,Yes,No,Yes,No,No,White,Carbon Fiber,Extra Large,No,No,,,Electric,ISI,3.0,8466,All,Medium,3,Yes,No,Excellent,Online Only,36-45,Male,Student,Jaipur,PG/Hostel,Budget,Yes,Yes,Cleaning
4286,U1739,3549,UPS,Power,view,,0,2024-03-26,44.0,Microtek,India,No,No,No,No,A+++,585.9,919,226000,Luxury,3,Loud (56-70 dB),26,39.8,Garage,Yes,Yes,No,Yes,Yes,No,Rose Gold,Polycarbonate,Small,Yes,No,,,Electric,BIS,2.7,35952,Areas With Power Cuts,High,7,Yes,Yes,Excellent,Pan India,26-35,Female,Student,Pune,Apartment,Budget,No,Yes,Power
4287,U0424,3276,Weather Station,Smart Home,purchase,5.0,1,2023-09-04,,Philips,Netherlands,Yes,Yes,No,No,D,148.0,73,6300,Mid-Range,2,Silent (30-40 dB),70,88.6,Bedroom,No,Yes,No,Yes,Yes,Yes,Blue,Mixed,Small,Yes,Yes,,Zigbee,Dual,CE+RoHS,4.6,87843,Families,Medium,18,Yes,No,Poor,Select Cities,26-35,Male,Student,Jaipur,Apartment,Mid-Range,Yes,No,Pet
4288,U0693,3389,Toaster Oven,Kitchen,add_to_cart,,0,2023-03-11,,Bosch,Germany,No,No,No,No,A++,3821.6,1895,40900,Premium,4,Ultra Silent (<30 dB),55,50.0,Kitchen,No,No,Yes,Yes,Yes,No,Gold,Stainless Steel,Compact,Yes,Yes,OLED,,Electric,BIS+ISI,4.4,91120,Families,High,4,Yes,No,Excellent,Metro Cities,36-45,Male,Homemaker,Hyderabad,Apartment,Premium,No,No,Pet
4289,U0233,3356,Printer,Tools,wishlist,4.4,0,2023-01-08,,Makita,Japan,Yes,Yes,Yes,No,D,3468.7,2154,15200,Premium,2,Very Loud (>70 dB),44,3.5,Any,No,No,Yes,No,No,Yes,Rose Gold,Polycarbonate,Small,Yes,Yes,,,Electric,BIS,4.1,27125,Homeowners,Low,19,No,No,Excellent,Select Cities,36-45,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,No,Laundry
4290,U1505,4234,Exhaust Fan,Climate,wishlist,3.6,0,2024-01-06,,Samsung,South Korea,No,No,No,No,A+,9580.6,4088,30900,Premium,6,Moderate (41-55 dB),57,55.5,Any,Yes,Yes,Yes,Yes,Yes,Yes,Red,ABS Plastic,Compact,Yes,No,Digital,,Electric,Energy Star,3.0,36892,Bachelors,Medium,4,Yes,No,Excellent,Online Only,18-25,Female,Working Professional,Kolkata,Apartment,Premium,Yes,Yes,Hobby
4291,U0296,4141,Floor Polisher,Cleaning,view,,0,2023-09-28,74.0,iRobot,United States,No,No,No,No,A+,432.1,445,9500,Mid-Range,2,Moderate (41-55 dB),60,47.9,Kitchen,No,Yes,No,No,Yes,No,Rose Gold,Plastic,Large,No,No,,,Electric,Energy Star,4.7,45380,Bachelors,High,15,Yes,No,Excellent,Metro Cities,55+,Female,Working Professional,Delhi,Villa,Mid-Range,No,No,Security
4292,U0930,4143,Terrarium Heater,Pet,view,,0,2024-10-26,161.0,Sure Petcare,United Kingdom,No,No,No,No,C,11.2,19,14900,Mid-Range,3,Ultra Silent (<30 dB),72,85.2,Living Room,No,Yes,No,Yes,Yes,Yes,Blue,Aluminum,Compact,Yes,No,,,Electric,Energy Star,3.1,20606,Animal Lovers,Low,3,No,No,Good,Select Cities,26-35,Male,Student,Hyderabad,Apartment,Budget,No,Yes,Pet
4293,U0467,4993,Solar Panel Inverter,Power,view,,0,2023-01-23,347.0,Luminous,India,No,No,No,No,D,6842.0,3540,448200,Luxury,4,Ultra Silent (<30 dB),63,19.5,Garage,Yes,No,No,Yes,Yes,Yes,Stainless Steel,Mixed,Extra Large,No,No,,,Electric,RoHS,2.9,27854,Offices,Medium,17,No,Yes,Good,Metro Cities,55+,Male,Retired,Kolkata,Apartment,Luxury,No,Yes,Security
4294,U1020,3231,Dough Maker,Kitchen,purchase,4.5,1,2023-05-03,,Black & Decker,United States,No,No,No,No,A,653.5,1279,12400,Mid-Range,4,Moderate (41-55 dB),74,32.4,Kitchen,No,No,Yes,Yes,Yes,No,Dark Blue,ABS Plastic,Small,Yes,No,LED,,Electric,BIS,4.6,34702,Bachelors,High,9,No,No,Poor,Pan India,26-35,Female,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Security
4295,U0233,2326,Electric Shaver,Personal Care,view,,0,2023-08-30,142.0,Panasonic,Japan,No,No,No,No,A+,926.0,1345,16400,Premium,3,Ultra Silent (<30 dB),32,81.8,Bathroom,No,Yes,No,Yes,No,Yes,White,Stainless Steel,Compact,Yes,No,,,Electric,ISI+BIS,2.8,45093,Women,Low,17,Yes,No,Average,Pan India,36-45,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,No,Laundry
4296,U1007,2341,Rowing Machine,Fitness,wishlist,3.6,0,2023-05-27,,Technogym,Italy,No,No,No,No,C,5775.7,2395,456900,Luxury,2,Ultra Silent (<30 dB),32,44.4,Basement,No,No,No,No,Yes,No,Red,Plastic,Medium,No,Yes,OLED,,Electric,CE,2.7,71298,Fitness Enthusiasts,High,16,No,No,Poor,Select Cities,36-45,Male,Business Owner,Hyderabad,Apartment,Luxury,Yes,No,Entertainment
4297,U0235,4476,Smart Air Conditioner,Climate,view,,0,2023-10-25,50.0,Dyson,United Kingdom,Yes,No,No,No,A++,2174.9,1789,125300,Luxury,7,Loud (56-70 dB),36,60.6,Any,Yes,No,Yes,Yes,Yes,Yes,Grey,Cast Iron,Compact,Yes,Yes,Analog,,Electric,BIS,4.6,11210,Bachelors,High,5,Yes,No,Poor,Metro Cities,18-25,Male,Business Owner,Mumbai,Independent House,Luxury,Yes,No,Outdoor
4298,U1555,490,Smart Plug,Smart Home,purchase,4.6,1,2024-01-29,,Philips,Netherlands,Yes,Yes,Yes,Yes,B,27.1,71,13200,Mid-Range,3,Loud (56-70 dB),67,81.8,Any,No,No,Yes,Yes,No,Yes,Stainless Steel,Ceramic,Compact,Yes,Yes,,WiFi,Solar,ISI+BIS,4.3,33238,Bachelors,High,13,No,No,Excellent,Online Only,18-25,Male,Working Professional,Lucknow,Apartment,Mid-Range,No,Yes,Cleaning
4299,U0247,186,Wall Clock,Decor,add_to_cart,,0,2023-12-13,,Seiko,Japan,No,No,No,No,B,32.4,15,6900,Mid-Range,3,Loud (56-70 dB),77,65.4,Any,No,Yes,No,Yes,No,No,Red,Mixed,Large,Yes,No,,,Battery,Energy Star,4.9,35,Gifting,Low,11,No,No,Excellent,Online Only,36-45,Female,Working Professional,Bangalore,Apartment,Mid-Range,Yes,No,Bathroom
4300,U0413,2669,Door Intercom,Security,view,,0,2024-01-12,275.0,Honeywell,United States,Yes,Yes,No,No,A+++,6.1,9,26700,Premium,2,Loud (56-70 dB),74,14.7,Any,Yes,No,Yes,Yes,No,No,Gold,Mixed,Compact,Yes,Yes,,WiFi+Bluetooth,Dual,Energy Star,3.1,72339,Families,High,4,Yes,No,Excellent,Metro Cities,46-55,Male,Homemaker,Delhi,Apartment,Premium,Yes,No,Bathroom
4301,U1326,1650,Misting Fan,Climate,view,,0,2024-08-16,56.0,Daikin,Japan,Yes,Yes,Yes,Yes,A++,2170.5,3524,55100,Premium,7,Ultra Silent (<30 dB),51,89.4,Bedroom,Yes,Yes,Yes,Yes,Yes,Yes,Black,Stainless Steel,Medium,Yes,Yes,LCD,Zigbee,Electric,ISI,3.0,17793,Senior Citizens,High,2,Yes,No,Average,Select Cities,46-55,Female,Student,Delhi,PG/Hostel,Mid-Range,No,Yes,Climate
4302,U0512,2614,Paper Shredder,Tools,purchase,3.6,1,2023-10-22,,HP,United States,Yes,Yes,Yes,Yes,A+++,3774.0,2473,30000,Premium,3,Loud (56-70 dB),59,66.2,Garage,No,Yes,No,Yes,Yes,No,Dark Blue,Stainless Steel,Extra Large,Yes,Yes,,Bluetooth,Electric,BIS,4.7,84722,DIY Enthusiasts,Medium,10,Yes,No,Average,Online Only,46-55,Male,Homemaker,Bangalore,Independent House,Premium,Yes,Yes,Bathroom
4303,U1921,149,Landline Phone,Smart Home,purchase,5.0,1,2024-04-15,,Aqara,China,Yes,No,No,No,A+++,53.9,59,8800,Mid-Range,1,Silent (30-40 dB),62,76.2,Any,No,No,No,Yes,Yes,No,Red,Carbon Fiber,Compact,Yes,Yes,,,Solar,ISI,4.4,81978,Bachelors,Medium,20,Yes,No,Average,Metro Cities,55+,Female,Working Professional,Pune,Independent House,Mid-Range,Yes,No,Cleaning
4304,U1181,4015,Smoke Detector,Security,add_to_cart,,0,2023-06-10,,Godrej,India,Yes,No,No,No,A+,47.1,26,6700,Mid-Range,4,Very Loud (>70 dB),57,15.5,Outdoor,Yes,No,Yes,No,No,No,Red,Polycarbonate,Medium,No,Yes,,,Dual,BIS,4.3,83033,Renters,Medium,13,Yes,Yes,Excellent,Select Cities,26-35,Male,Student,Hyderabad,Apartment,Mid-Range,No,Yes,Smart Home
4305,U1902,4723,Streaming Device,Entertainment,purchase,2.9,1,2024-07-01,,TCL,China,Yes,Yes,Yes,Yes,A+,794.1,342,374500,Luxury,3,Moderate (41-55 dB),37,15.8,Home Office,No,No,No,Yes,No,Yes,Grey,Mixed,Compact,Yes,Yes,Analog,Zigbee,Electric,CE+RoHS,3.1,39272,Bachelors,Medium,8,Yes,No,Average,Metro Cities,26-35,Male,Homemaker,Pune,Independent House,Mid-Range,No,No,Entertainment
4306,U1174,2275,Lint Remover,Laundry,add_to_cart,,0,2024-05-24,,LG,South Korea,No,No,No,No,A+,737.7,1226,36700,Premium,5,Ultra Silent (<30 dB),30,67.1,Utility Room,No,No,Yes,No,Yes,Yes,Stainless Steel,Polycarbonate,Medium,Yes,No,,,Electric,ISI,2.5,88781,Bachelors,Medium,4,Yes,No,Poor,Pan India,26-35,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,Yes,Kitchen
4307,U1499,1143,Convection Microwave,Kitchen,purchase,3.7,1,2023-04-13,,LG,South Korea,No,No,No,No,A+++,1686.0,1976,51500,Premium,3,Moderate (41-55 dB),41,84.4,Kitchen,No,No,Yes,Yes,Yes,No,Gold,Ceramic,Compact,Yes,No,LCD,,Electric,ISI+BIS,4.4,14136,Working Professionals,High,9,Yes,No,Excellent,Select Cities,26-35,Male,Working Professional,Jaipur,Independent House,Premium,Yes,Yes,Kitchen
4308,U0977,3526,Dishwasher,Cleaning,add_to_cart,,0,2024-02-10,,Philips,Netherlands,No,No,No,No,C,302.8,171,56800,Premium,3,Very Loud (>70 dB),43,9.9,Any,No,Yes,Yes,Yes,No,Yes,Red,Mixed,Small,No,Yes,,,Electric,BIS+ISI,2.8,24696,Families,Medium,14,Yes,No,Excellent,Online Only,46-55,Female,Working Professional,Mumbai,Apartment,Premium,No,No,Kitchen
4309,U0639,797,Misting Fan,Climate,view,,0,2023-10-05,17.0,Carrier,United States,No,No,No,No,C,3524.3,1555,117200,Luxury,6,Silent (30-40 dB),65,27.2,Living Room,Yes,Yes,Yes,Yes,Yes,Yes,Matte Black,Stainless Steel,Medium,Yes,No,Digital,,Electric,CE,3.1,47975,Senior Citizens,High,8,No,No,Average,Metro Cities,46-55,Male,Retired,Mumbai,Villa,Luxury,No,No,Fitness
4310,U0557,3921,DVD Player,Entertainment,add_to_cart,,0,2023-07-02,,JBL,United States,Yes,Yes,Yes,No,A,133.3,438,3000,Mid-Range,2,Very Loud (>70 dB),66,30.0,Home Office,No,Yes,No,No,No,No,White,ABS Plastic,Compact,Yes,Yes,LCD,Bluetooth,Electric,CE,2.8,1851,Students,Low,17,No,No,Poor,Metro Cities,18-25,Male,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Power
4311,U1347,2265,Air Quality Monitor,Smart Home,add_to_cart,,0,2023-06-08,,Crompton,India,Yes,Yes,Yes,Yes,A+,40.5,20,8800,Mid-Range,1,Silent (30-40 dB),77,13.0,Any,No,Yes,No,No,No,No,Silver,Glass,Small,Yes,Yes,,Zigbee,Battery,ISI,3.1,63690,Tech Enthusiasts,High,9,Yes,Yes,Excellent,Online Only,36-45,Male,Working Professional,Hyderabad,Villa,Mid-Range,Yes,No,Hobby
4312,U0917,4506,Mini Fridge,Kitchen,purchase,4.3,1,2024-08-05,,Pigeon,India,No,No,No,No,A+++,2913.1,1299,34300,Premium,3,Silent (30-40 dB),32,67.7,Kitchen,No,No,Yes,Yes,Yes,No,Black,Polycarbonate,Extra Large,Yes,No,LED,,Electric,BIS+ISI,4.9,94299,Bachelors,High,7,Yes,Yes,Poor,Select Cities,36-45,Female,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Outdoor
4313,U0756,685,Electric Shaver,Personal Care,view,,0,2023-01-19,5.0,Conair,United States,No,No,No,No,C,1667.0,1507,8800,Mid-Range,1,Very Loud (>70 dB),47,61.4,Bedroom,No,Yes,No,Yes,Yes,No,Blue,Polycarbonate,Small,Yes,No,,,Electric,BIS,2.5,75766,Women,Low,13,No,No,Excellent,Pan India,26-35,Female,Working Professional,Bangalore,Apartment,Mid-Range,Yes,No,Bathroom
4314,U0885,1471,Towel Warmer,Bathroom,view,,0,2024-03-17,184.0,Philips,Netherlands,No,No,No,No,A+,798.1,1379,25500,Premium,4,Very Loud (>70 dB),62,75.4,Bathroom,Yes,No,Yes,No,No,No,Blue,Glass,Medium,No,No,,,Electric,BIS+ISI,3.6,4596,Bachelors,High,7,Yes,No,Excellent,Online Only,26-35,Female,Working Professional,Pune,Apartment,Premium,Yes,Yes,Tools
4315,U0208,41,Router,Networking,purchase,4.4,1,2023-11-29,,Synology,Taiwan,Yes,Yes,Yes,Yes,A,15.8,22,8500,Mid-Range,2,Ultra Silent (<30 dB),67,19.3,Home Office,No,Yes,No,Yes,Yes,No,Black,Polycarbonate,Small,Yes,Yes,,WiFi,Electric,Energy Star,4.0,30549,Gamers,Low,2,No,No,Good,Pan India,36-45,Male,Working Professional,Pune,Independent House,Mid-Range,Yes,No,Networking
4316,U1355,2316,Electric Blanket,Personal Care,add_to_cart,,0,2023-01-22,,Vega,India,No,No,No,No,B,3909.7,1583,6000,Mid-Range,2,Very Loud (>70 dB),69,8.3,Bedroom,No,Yes,No,Yes,Yes,No,Stainless Steel,Carbon Fiber,Compact,No,Yes,,,Electric,CE+RoHS,4.3,2486,Students,Low,10,No,Yes,Average,Metro Cities,26-35,Female,Working Professional,Chennai,Apartment,Mid-Range,Yes,Yes,Networking
4317,U0570,1337,Wine Cooler,Kitchen,add_to_cart,,0,2024-02-05,,Bosch,Germany,No,No,No,No,A+++,2610.4,2055,43700,Premium,2,Moderate (41-55 dB),37,80.5,Kitchen,No,No,Yes,Yes,Yes,No,Matte Black,Ceramic,Medium,No,Yes,LED,,Electric,BIS,3.0,65115,Families,Medium,13,Yes,No,Average,Metro Cities,36-45,Female,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Hobby
4318,U1120,3341,Aquarium Filter,Pet,view,,0,2024-07-19,46.0,Sure Petcare,United Kingdom,No,No,No,No,C,146.1,67,17600,Premium,3,Ultra Silent (<30 dB),46,81.2,Living Room,No,No,No,No,Yes,No,Red,Aluminum,Extra Large,No,No,,,Electric,CE+RoHS,3.2,43422,Animal Lovers,Low,14,No,No,Poor,Pan India,26-35,Female,Working Professional,Kolkata,Independent House,Premium,No,Yes,Power
4319,U0294,3854,Heating Pad,Personal Care,view,,0,2024-01-14,271.0,Oral-B,United States,No,No,No,No,C,3107.1,1750,39700,Premium,3,Loud (56-70 dB),44,65.8,Bedroom,No,Yes,No,Yes,No,No,Black,ABS Plastic,Large,Yes,No,,,Electric,Energy Star,3.4,42046,Students,Low,10,Yes,No,Good,Select Cities,36-45,Female,Working Professional,Delhi,Independent House,Premium,No,Yes,Hobby
4320,U0438,2288,Built In Microwave,Kitchen,add_to_cart,,0,2023-09-06,,Prestige,India,No,No,No,No,C,215.1,327,5500,Mid-Range,3,Moderate (41-55 dB),59,72.0,Kitchen,No,Yes,Yes,Yes,Yes,No,Matte Black,Cast Iron,Small,No,Yes,,,Electric,BIS,3.2,6304,Students,Low,3,No,Yes,Poor,Select Cities,46-55,Female,Student,Pune,Apartment,Mid-Range,Yes,No,Laundry
4321,U0977,2267,Carpet Cleaner,Cleaning,view,,0,2024-02-09,398.0,Eureka Forbes,India,Yes,Yes,Yes,No,A+++,358.5,180,50700,Premium,4,Moderate (41-55 dB),32,77.1,Any,No,No,Yes,No,Yes,No,Matte Black,Mixed,Medium,Yes,Yes,,WiFi+Bluetooth,Electric,ISI,3.2,29786,Pet Owners,Medium,8,Yes,Yes,Average,Pan India,46-55,Female,Working Professional,Mumbai,Apartment,Premium,No,No,Kitchen
4322,U1828,2354,Hair Curler,Personal Care,wishlist,5.0,0,2023-08-16,,Philips,Netherlands,Yes,Yes,No,Yes,C,317.9,180,1300,Budget,2,Very Loud (>70 dB),75,52.8,Bedroom,No,Yes,Yes,Yes,Yes,Yes,Black,Ceramic,Large,Yes,Yes,,,Electric,BIS+ISI,5.0,70145,Students,Low,10,No,No,Excellent,Online Only,46-55,Other,Student,Bangalore,Independent House,Budget,Yes,No,Decor
4323,U1886,4177,Home Automation Controller,Networking,view,,0,2023-10-10,54.0,Google,United States,Yes,Yes,Yes,Yes,A+++,63.7,42,1200,Budget,2,Moderate (41-55 dB),27,48.8,Any,No,No,Yes,Yes,No,No,Matte Black,Cast Iron,Small,Yes,Yes,,WiFi,Electric,ISI+BIS,4.5,52246,Work From Home,High,6,Yes,No,Good,Metro Cities,18-25,Female,Student,Bangalore,Villa,Budget,Yes,Yes,Bathroom
4324,U0205,960,Epilator,Personal Care,wishlist,4.5,0,2024-03-24,,Havells,India,Yes,Yes,Yes,Yes,C,550.9,1735,30100,Premium,1,Very Loud (>70 dB),70,76.1,Bedroom,No,Yes,No,Yes,No,No,Dark Blue,Stainless Steel,Compact,No,Yes,,WiFi+Bluetooth,Electric,CE+RoHS,4.7,65711,Men,Low,12,Yes,Yes,Good,Pan India,36-45,Male,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Fitness
4325,U0627,2442,Toaster Oven,Kitchen,add_to_cart,,0,2023-05-19,,Pigeon,India,Yes,Yes,Yes,Yes,C,1527.4,631,500,Budget,3,Very Loud (>70 dB),55,45.4,Kitchen,No,No,Yes,Yes,Yes,No,Champagne,Polycarbonate,Compact,No,Yes,,WiFi+Bluetooth,Electric,ISI,4.5,85594,Bachelors,High,12,Yes,Yes,Poor,Pan India,26-35,Female,Student,Bangalore,Apartment,Budget,No,No,Pet
4326,U1922,206,Handheld Vacuum,Cleaning,wishlist,4.2,0,2023-07-06,,Samsung,South Korea,Yes,No,No,No,A+++,3264.0,1507,11900,Mid-Range,3,Loud (56-70 dB),27,9.5,Kitchen,No,No,No,Yes,No,No,Red,Glass,Small,No,Yes,,,Electric,CE,3.2,69776,Offices,Medium,5,Yes,No,Good,Online Only,18-25,Female,Homemaker,Delhi,Apartment,Mid-Range,Yes,Yes,Pet
4327,U1229,1919,Convection Microwave,Kitchen,purchase,4.0,1,2023-01-16,,Whirlpool,United States,No,No,No,No,C,1577.1,691,22400,Premium,4,Silent (30-40 dB),45,75.1,Kitchen,No,No,Yes,Yes,Yes,Yes,Red,Mixed,Medium,No,No,LCD,,Electric,CE+RoHS,4.0,43091,Families,Low,11,Yes,No,Good,Metro Cities,36-45,Male,Working Professional,Delhi,Villa,Premium,Yes,Yes,Entertainment
4328,U0192,1120,Central Air Conditioner,Climate,wishlist,4.3,0,2023-02-27,,Voltas,India,No,No,No,No,D,4883.3,3888,5900,Mid-Range,5,Silent (30-40 dB),39,70.4,Any,Yes,Yes,Yes,Yes,Yes,Yes,Dark Blue,Carbon Fiber,Small,Yes,No,Digital,,Electric,ISI,4.1,45005,Bachelors,High,6,No,Yes,Good,Select Cities,18-25,Female,Working Professional,Hyderabad,PG/Hostel,Mid-Range,Yes,Yes,Entertainment
4329,U1736,3661,Espresso Machine,Kitchen,add_to_cart,,0,2023-05-10,,Kenwood,United Kingdom,No,No,No,No,A++,111.1,181,140900,Luxury,2,Moderate (41-55 dB),50,11.8,Kitchen,No,No,Yes,Yes,Yes,No,Dark Blue,Polycarbonate,Extra Large,Yes,Yes,LED,,Electric,CE+RoHS,4.1,6940,Families,Medium,10,Yes,No,Average,Select Cities,46-55,Female,Business Owner,Chennai,Apartment,Luxury,No,Yes,Tools
4330,U0305,935,Pressure Washer,Cleaning,purchase,4.5,1,2023-06-02,,Ecovacs,China,No,No,No,No,D,961.2,1030,17300,Premium,4,Ultra Silent (<30 dB),36,7.9,Kitchen,No,No,No,Yes,Yes,No,Grey,Cast Iron,Large,Yes,No,,,Electric,CE,5.0,73311,Families,High,9,No,No,Excellent,Metro Cities,18-25,Female,Homemaker,Ahmedabad,Apartment,Premium,No,No,Kitchen
4331,U0029,1525,WiFi Extender,Networking,view,,0,2024-04-12,157.0,Netgear,United States,Yes,No,No,No,A++,14.7,23,23600,Premium,2,Loud (56-70 dB),30,50.3,Home Office,No,No,No,Yes,Yes,No,Rose Gold,ABS Plastic,Compact,No,Yes,,,Electric,Energy Star,4.7,47207,Gamers,Low,2,Yes,No,Good,Online Only,55+,Female,Business Owner,Ahmedabad,PG/Hostel,Premium,No,No,Entertainment
4332,U1772,4405,Weather Station,Smart Home,purchase,3.6,1,2024-09-04,,Crompton,India,Yes,Yes,No,No,B,81.2,44,1200,Budget,3,Very Loud (>70 dB),33,8.5,Bedroom,No,No,No,No,Yes,No,Champagne,Mixed,Compact,Yes,Yes,,Z-Wave,Dual,ISI,3.4,8981,Tech Enthusiasts,High,5,Yes,Yes,Excellent,Select Cities,36-45,Female,Student,Bangalore,Independent House,Budget,Yes,No,Personal Care
