Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec
4793,U1044,2768,Refrigerator,Kitchen,view,,0,2023-08-31,103.0
4794,U0535,98,Lawn Mower,Tools,view,,0,2023-05-20,188.0
4795,U0078,4445,Roti Maker,Kitchen,add_to_cart,,0,2024-06-01,
4796,U1881,1730,Smart Plug,Smart Home,view,,0,2023-12-12,0.0
4797,U0108,4045,Trash Compactor,Kitchen,add_to_cart,,0,2023-08-28,
4798,U0112,4738,Aquarium Filter,Pet,view,,0,2024-07-25,121.0
4799,U1383,4023,Foot Massager,Personal Care,wishlist,5.0,0,2023-12-11,
4800,U0073,1232,Electric Toothbrush,Personal Care,view,,0,2023-07-18,73.0
4801,U0100,3730,Terrarium Heater,Pet,add_to_cart,,0,2024-06-19,
4802,U0537,3467,Ceiling Fan,Climate,add_to_cart,,0,2024-10-05,
4803,U0327,3741,Clothes Dryer,Laundry,add_to_cart,,0,2023-11-19,
4804,U0452,76,Floor Polisher,Cleaning,purchase,3.2,1,2023-03-08,
4805,U1803,1727,Baby Food Maker,Kitchen,view,,0,2024-10-27,119.0
4806,U1757,339,Microwave Oven,Kitchen,view,,0,2023-06-18,129.0
4807,U1759,3235,Portable Air Conditioner,Climate,add_to_cart,,0,2024-07-14,
4808,U1554,1237,Treadmill,Fitness,purchase,4.9,1,2024-10-02,
4809,U1290,2130,Knitting Machine,Hobby,wishlist,4.1,0,2024-06-08,
4810,U1846,1993,Scanner,Tools,view,,0,2024-08-02,34.0
4811,U1264,3273,Network Attached Storage,Networking,wishlist,4.0,0,2024-05-17,
4812,U1909,3604,Heating Pad,Personal Care,add_to_cart,,0,2023-10-23,
4813,U0170,3283,Lint Remover,Laundry,purchase,3.0,1,2024-07-24,
4814,U0877,82,Home Server,Networking,purchase,4.2,1,2024-08-14,
4815,U1277,4326,Smart Display,Entertainment,view,,0,2023-08-11,141.0
4816,U1099,1532,Electric Oven,Kitchen,purchase,5.0,1,2024-04-06,
4817,U1765,2056,Bidet Seat,Bathroom,purchase,5.0,1,2023-06-13,
4818,U1592,3102,Home Automation Controller,Networking,view,,0,2024-01-11,40.0
4819,U1323,4359,Trimmer,Personal Care,purchase,3.2,1,2023-11-29,
4820,U1369,782,Electric Pressure Cooker,Kitchen,view,,0,2024-06-25,141.0
4821,U0002,1470,Sous Vide Cooker,Kitchen,view,,0,2023-11-07,210.0
4822,U0010,602,Pool Heater,Outdoor,view,,0,2023-12-01,7.0
4823,U0950,3513,RO Purifier,Bathroom,view,,0,2024-02-18,59.0
4824,U0729,912,Emergency Light,Security,wishlist,1.8,0,2023-01-03,
4825,U0954,2161,Home Brewing Kit,Hobby,wishlist,4.7,0,2024-03-01,
4826,U0804,12,Wall Clock,Decor,add_to_cart,,0,2024-07-20,
4827,U0953,1022,Smart Display,Entertainment,add_to_cart,,0,2023-12-01,
4828,U1478,3533,Home Automation Controller,Networking,view,,0,2024-02-07,76.0
4829,U1537,4895,DVD Player,Entertainment,view,,0,2024-04-17,77.0
4830,U1417,1564,Window Air Conditioner,Climate,view,,0,2024-07-02,114.0
4831,U0341,1638,Humidifier,Climate,wishlist,4.7,0,2024-12-21,
4832,U1066,3630,Misting Fan,Climate,add_to_cart,,0,2023-03-05,
4833,U1604,638,Smart Garage Door Opener,Security,purchase,2.7,1,2024-12-13,
4834,U0577,1599,Air Cooler,Climate,add_to_cart,,0,2023-01-10,
4835,U0463,1289,Smart Garage Door Opener,Security,purchase,4.3,1,2023-10-19,
4836,U1022,3096,Steam Cleaner,Cleaning,purchase,5.0,1,2023-06-11,
4837,U0998,4343,Trimmer,Personal Care,view,,0,2024-05-15,200.0
4838,U1967,2710,Electric Fireplace,Climate,view,,0,2023-10-24,36.0
4839,U1751,608,Rice Cooker,Kitchen,view,,0,2023-10-23,46.0
4840,U1030,3827,Security Camera,Security,purchase,5.0,1,2023-04-28,
4841,U1381,1077,Smart Switch,Smart Home,add_to_cart,,0,2023-05-09,
4842,U0413,2840,UV Water Purifier,Bathroom,purchase,3.3,1,2023-12-07,
4843,U0242,669,Mini Fridge,Kitchen,view,,0,2023-02-04,28.0
4844,U1473,4822,Automatic Pet Water Fountain,Pet,view,,0,2023-07-21,229.0
4845,U1991,3008,Electric Oven,Kitchen,purchase,3.2,1,2024-01-13,
4846,U1798,1059,Coffee Maker,Kitchen,view,,0,2024-01-04,263.0
4847,U1605,1830,Electric Lunch Box,Kitchen,purchase,4.7,1,2024-04-02,
4848,U0587,3148,Smart Plug,Smart Home,view,,0,2023-08-20,153.0
4849,U1931,2326,Electric Shaver,Personal Care,view,,0,2024-06-21,74.0
4850,U1371,4071,Garment Steamer,Laundry,view,,0,2023-12-11,183.0
4851,U0322,1837,Portable Dishwasher,Cleaning,add_to_cart,,0,2024-12-30,
4852,U0643,4589,Blu Ray Player,Entertainment,add_to_cart,,0,2024-07-08,
4853,U0686,2018,Home Server,Networking,view,,0,2023-06-20,86.0
4854,U1174,1749,Gas Stove,Kitchen,wishlist,2.0,0,2023-09-09,
4855,U0510,2978,Water Flosser,Personal Care,view,,0,2023-04-06,234.0
4856,U1368,914,Sprinkler System,Tools,purchase,3.7,1,2023-10-15,
4857,U1046,1852,Automatic Pet Water Fountain,Pet,purchase,4.6,1,2024-11-17,
4858,U1048,2521,Smart Bulb,Smart Home,purchase,4.1,1,2024-08-05,
4859,U0459,2812,Chapati Maker,Kitchen,purchase,4.5,1,2023-01-27,
4860,U1123,2307,Kitchen Chimney,Kitchen,view,,0,2023-07-02,16.0
4861,U0567,100,Bidet Seat,Bathroom,add_to_cart,,0,2024-10-08,
4862,U0222,3030,Smart Plug,Smart Home,add_to_cart,,0,2023-07-02,
4863,U1930,4884,Handheld Vacuum,Cleaning,purchase,4.2,1,2024-07-19,
4864,U0084,2162,Hair Dryer,Personal Care,view,,0,2024-11-25,171.0
4865,U0241,2314,Smart Thermostat,Climate,add_to_cart,,0,2024-02-14,
4866,U1357,4643,Induction Cooktop,Kitchen,purchase,4.9,1,2024-03-29,
4867,U0342,4239,Air Quality Monitor,Smart Home,purchase,2.4,1,2024-11-06,
4868,U1346,2267,Carpet Cleaner,Cleaning,view,,0,2024-09-30,60.0
4869,U0274,1698,Terrarium Heater,Pet,view,,0,2024-04-13,26.0
4870,U0498,227,RO Purifier,Bathroom,view,,0,2024-12-22,16.0
4871,U0789,881,Kitchen Chimney,Kitchen,view,,0,2024-12-03,149.0
4872,U1981,2302,Lint Remover,Laundry,view,,0,2023-06-23,192.0
4873,U1382,1243,Massager,Personal Care,view,,0,2024-08-27,77.0
4874,U1600,2437,Hair Dryer,Personal Care,view,,0,2024-08-25,253.0
4875,U1102,186,Wall Clock,Decor,view,,0,2023-06-23,42.0
4876,U0644,3199,Dishwasher,Cleaning,purchase,4.3,1,2023-05-17,
4877,U0412,3682,Boot Warmer,Laundry,purchase,4.6,1,2024-09-13,
4878,U1966,1444,RO Purifier,Bathroom,purchase,4.2,1,2023-10-08,
4879,U1652,3256,Electric Kettle,Kitchen,purchase,3.0,1,2023-11-02,
4880,U0401,1010,Hot Dog Maker,Kitchen,purchase,3.4,1,2024-08-05,
4881,U1754,4594,Air Fryer,Kitchen,view,,0,2023-07-14,124.0
4882,U0290,4865,Extension Cord,Power,view,,0,2023-02-25,472.0
4883,U0435,4066,Washer Dryer Combo,Laundry,purchase,2.0,1,2023-07-29,
4884,U0847,3469,WiFi Extender,Networking,add_to_cart,,0,2023-10-05,
4885,U1649,4600,Rowing Machine,Fitness,view,,0,2024-11-17,134.0
4886,U0881,4770,Router,Networking,view,,0,2024-07-27,140.0
4887,U0188,3789,Smart Switch,Smart Home,purchase,4.0,1,2024-06-24,
4888,U1799,762,Smart Display,Entertainment,view,,0,2024-04-03,109.0
4889,U1491,196,Portable Dishwasher,Cleaning,view,,0,2024-06-05,46.0
4890,U0156,2320,Smart Curtain Motor,Smart Home,purchase,4.6,1,2023-11-08,
4891,U1765,75,Clock,Decor,purchase,3.8,1,2024-11-09,
4892,U0470,4486,Air Fryer,Kitchen,add_to_cart,,0,2023-11-16,
4893,U1118,4109,Smart Garage Door Opener,Security,wishlist,3.2,0,2023-04-26,
4894,U1066,3080,Air Purifier,Climate,view,,0,2024-03-25,76.0
4895,U0489,1257,Countertop Dishwasher,Cleaning,purchase,3.9,1,2024-12-08,
4896,U0367,4653,Mini Fridge,Kitchen,view,,0,2024-12-10,30.0
4897,U1577,2106,Electric Fireplace,Climate,view,,0,2024-03-31,96.0
4898,U1749,599,Pressure Washer,Cleaning,view,,0,2023-02-26,30.0
4899,U1077,4903,RO Purifier,Bathroom,purchase,4.7,1,2024-08-22,
4900,U0024,4143,Terrarium Heater,Pet,add_to_cart,,0,2024-08-21,
4901,U0194,4319,Smart Switch,Smart Home,view,,0,2024-12-25,49.0
4902,U1781,3196,Ceiling Fan,Climate,purchase,2.6,1,2023-11-24,
4903,U1817,371,Alarm Clock,Decor,purchase,3.9,1,2024-09-17,
4904,U1144,4499,Vacuum Sealer,Kitchen,purchase,4.3,1,2024-12-26,
4905,U0649,2711,Vacuum Sealer,Kitchen,wishlist,4.9,0,2023-08-30,
4906,U1694,3019,Hair Curler,Personal Care,view,,0,2023-01-23,62.0
4907,U0288,2319,Mini Washing Machine,Laundry,add_to_cart,,0,2024-03-31,
4908,U0674,1667,Heating Pad,Personal Care,purchase,4.5,1,2024-04-21,
4909,U0436,3730,Terrarium Heater,Pet,view,,0,2024-07-19,79.0
4910,U0997,4550,Blu Ray Player,Entertainment,wishlist,4.5,0,2023-08-02,
4911,U0318,1239,Shoe Dryer,Laundry,add_to_cart,,0,2023-08-01,
4912,U0330,2337,Water Dispenser,Kitchen,purchase,4.8,1,2024-03-06,
4913,U1300,4983,Induction Oven,Kitchen,add_to_cart,,0,2024-07-11,
4914,U0206,4217,Coffee Grinder,Kitchen,view,,0,2023-03-30,172.0
4915,U1915,1773,Trash Compactor,Kitchen,wishlist,2.6,0,2023-11-27,
4916,U0568,3442,Massager,Personal Care,purchase,2.6,1,2024-01-30,
4917,U1646,1778,Toaster Oven,Kitchen,view,,0,2024-11-08,46.0
4918,U1731,4450,Central Air Conditioner,Climate,wishlist,3.5,0,2024-07-03,
4919,U0433,4157,Air Cooler,Climate,add_to_cart,,0,2024-11-16,
4920,U1609,4118,Smart Bulb,Smart Home,add_to_cart,,0,2024-03-04,
4921,U1753,3782,Wine Cooler,Kitchen,add_to_cart,,0,2023-06-01,
4922,U0895,991,Sewing Machine,Hobby,view,,0,2023-06-24,159.0
4923,U1912,2844,Cooktop,Kitchen,purchase,4.3,1,2023-03-18,
4924,U1647,4268,Smart TV,Entertainment,view,,0,2023-07-02,486.0
4925,U1889,569,Countertop Dishwasher,Cleaning,add_to_cart,,0,2023-10-23,
4926,U1170,1503,Can Opener,Kitchen,view,,0,2023-10-16,204.0
4927,U0256,618,Projector,Entertainment,add_to_cart,,0,2023-04-20,
4928,U0921,2184,Automatic Pet Water Fountain,Pet,purchase,4.0,1,2023-10-08,
4929,U0439,2171,Home Automation Controller,Networking,add_to_cart,,0,2024-09-22,
4930,U0440,618,Projector,Entertainment,view,,0,2024-02-27,61.0
4931,U1049,238,Aquarium Filter,Pet,wishlist,5.0,0,2024-12-22,
4932,U0414,1529,Hand Mixer,Kitchen,view,,0,2023-06-29,5.0
4933,U0561,1470,Sous Vide Cooker,Kitchen,view,,0,2023-03-23,216.0
4934,U1791,432,Floor Polisher,Cleaning,view,,0,2023-05-12,107.0
4935,U1752,1588,Electric Drill,Tools,purchase,4.7,1,2024-01-31,
4936,U1961,4712,Carpet Cleaner,Cleaning,purchase,3.1,1,2023-05-01,
4937,U0766,2173,Basement Dehumidifier,Outdoor,wishlist,4.3,0,2024-02-29,
4938,U0788,333,Home Server,Networking,view,,0,2024-06-06,13.0
4939,U0778,2435,Aquarium Filter,Pet,view,,0,2023-06-18,37.0
4940,U1910,2739,Pool Pump,Outdoor,view,,0,2023-01-26,154.0
4941,U1579,2030,Aquarium Heater,Pet,view,,0,2023-04-27,26.0
4942,U0483,3692,Pool Heater,Outdoor,view,,0,2024-10-15,2.0
4943,U0679,127,Massager,Personal Care,view,,0,2024-04-05,15.0
4944,U1775,1002,UV Water Purifier,Bathroom,view,,0,2023-06-25,54.0
4945,U0113,165,Wall Clock,Decor,purchase,3.1,1,2023-12-28,
4946,U1142,1500,Automatic Pet Water Fountain,Pet,purchase,4.9,1,2024-11-03,
4947,U0915,4779,Foot Massager,Personal Care,wishlist,4.9,0,2024-01-17,
4948,U1134,2344,Digital Safe,Security,view,,0,2024-09-13,136.0
4949,U0645,4816,Fabric Shaver,Laundry,view,,0,2023-05-12,170.0
4950,U0077,1180,Countertop Dishwasher,Cleaning,add_to_cart,,0,2023-06-04,
4951,U0914,459,Alarm System,Security,purchase,4.0,1,2024-08-06,
4952,U0423,1515,Heating Pad,Personal Care,add_to_cart,,0,2024-03-18,
4953,U1908,2604,Robot Vacuum,Cleaning,view,,0,2024-12-21,16.0
4954,U0595,2462,Hair Curler,Personal Care,view,,0,2024-01-10,144.0
4955,U0992,1742,Freezer,Kitchen,add_to_cart,,0,2024-08-01,
4956,U1057,1643,Foot Massager,Personal Care,view,,0,2024-02-06,15.0
4957,U0069,3941,Water Boiler,Kitchen,add_to_cart,,0,2023-09-29,
4958,U1424,4674,Rice Cooker,Kitchen,purchase,3.3,1,2024-12-28,
4959,U0181,1404,Streaming Device,Entertainment,view,,0,2024-06-26,2.0
4960,U0579,430,Bottle Sterilizer,Kitchen,purchase,5.0,1,2024-03-03,
4961,U1308,2936,Blu Ray Player,Entertainment,view,,0,2023-09-19,1.0
4962,U0921,2250,Robot Vacuum,Cleaning,add_to_cart,,0,2023-03-06,
4963,U0929,906,Window Air Conditioner,Climate,add_to_cart,,0,2023-10-23,
4964,U1787,4834,Deep Fryer,Kitchen,view,,0,2023-01-06,246.0
4965,U0989,2074,Garage Door Motor,Outdoor,view,,0,2023-12-26,17.0
4966,U1596,1906,Coffee Grinder,Kitchen,purchase,3.8,1,2024-08-15,
4967,U1970,3831,Dehumidifier,Climate,view,,0,2024-01-01,189.0
4968,U1169,1274,Sewing Machine,Hobby,view,,0,2024-12-15,161.0
4969,U0745,306,Massager,Personal Care,add_to_cart,,0,2023-10-04,
4970,U0622,4821,Smart Bulb,Smart Home,add_to_cart,,0,2024-07-12,
4971,U0136,697,Smart Plug,Smart Home,add_to_cart,,0,2023-07-29,
4972,U0841,3105,Video Doorbell,Security,view,,0,2023-12-17,206.0
4973,U0590,4188,Carpet Cleaner,Cleaning,purchase,5.0,1,2024-07-09,
4974,U1068,4599,Can Opener,Kitchen,view,,0,2023-07-19,33.0
4975,U1603,1402,Smart Curtain Motor,Smart Home,add_to_cart,,0,2023-09-16,
4976,U0733,1202,Waffle Maker,Kitchen,add_to_cart,,0,2023-12-29,
4977,U1518,3750,Space Heater,Climate,view,,0,2023-04-24,127.0
4978,U0218,3743,Thermostat,Climate,purchase,3.8,1,2024-02-24,
4979,U0727,1716,Network Attached Storage,Networking,view,,0,2024-10-22,66.0
4980,U0132,3348,Built In Oven,Kitchen,view,,0,2023-12-23,49.0
4981,U1416,376,Trash Compactor,Kitchen,purchase,4.8,1,2023-01-22,
4982,U1489,58,Printer,Tools,add_to_cart,,0,2023-11-30,
4983,U0537,2294,Modem,Networking,add_to_cart,,0,2024-01-12,
4984,U1209,113,Smart Speaker,Entertainment,purchase,4.3,1,2024-07-18,
4985,U0649,1330,Massage Chair,Personal Care,add_to_cart,,0,2024-01-30,
4986,U1180,1811,Smart Door Lock,Security,add_to_cart,,0,2023-04-18,
4987,U1064,3609,Robot Vacuum,Cleaning,view,,0,2024-06-29,337.0
4988,U0808,1309,RO Purifier,Bathroom,add_to_cart,,0,2023-08-01,
4989,U1146,685,Electric Shaver,Personal Care,view,,0,2023-02-01,114.0
4990,U0883,3893,Home Automation Controller,Networking,purchase,2.8,1,2023-11-18,
4991,U1302,2695,Video Doorbell,Security,view,,0,2024-08-27,214.0
4992,U0154,3161,UPS,Power,view,,0,2023-10-24,157.0
4993,U1900,952,Clock,Decor,view,,0,2023-12-25,192.0
4994,U0446,1335,Electric Pressure Cooker,Kitchen,view,,0,2024-11-01,149.0
4995,U0098,31,Slow Cooker,Kitchen,add_to_cart,,0,2023-07-22,
4996,U1453,1599,Air Cooler,Climate,purchase,4.4,1,2023-01-01,
4997,U1423,1704,Digital Safe,Security,add_to_cart,,0,2024-04-22,
4998,U0740,904,Water Pump,Outdoor,purchase,3.5,1,2023-11-10,
4999,U1763,4594,Air Fryer,Kitchen,purchase,3.0,1,2024-04-06,
5000,U0643,4980,Smart Curtain Motor,Smart Home,view,,0,2023-12-08,113.0
5001,U0535,2194,Central Vacuum System,Cleaning,view,,0,2023-09-16,76.0
5002,U1708,3406,Electric Drill,Tools,view,,0,2023-11-30,414.0
5003,U0416,3529,Door Intercom,Security,wishlist,5.0,0,2023-07-22,
5004,U0062,1882,Terrarium Heater,Pet,add_to_cart,,0,2023-09-04,
5005,U1514,976,Espresso Machine,Kitchen,add_to_cart,,0,2023-07-17,
5006,U0875,2212,Angle Grinder,Tools,view,,0,2023-04-28,135.0
5007,U0015,2811,Voltage Stabilizer,Power,purchase,3.7,1,2023-10-27,
5008,U0443,1598,Hot Plate,Kitchen,purchase,4.0,1,2024-05-02,
5009,U1798,1088,Air Quality Monitor,Smart Home,view,,0,2024-07-25,16.0
5010,U0528,264,Smart Plug,Smart Home,view,,0,2024-09-18,120.0
5011,U1914,3705,Cold Press Juicer,Kitchen,view,,0,2023-09-01,10.0
5012,U0956,1549,Chainsaw,Tools,view,,0,2023-05-29,33.0
5013,U0710,508,Carpet Cleaner,Cleaning,purchase,4.2,1,2024-07-23,
5014,U0740,4805,Leaf Blower,Tools,purchase,4.2,1,2024-10-07,
5015,U1735,4403,Dishwasher,Cleaning,add_to_cart,,0,2024-11-07,
5016,U0306,792,Router,Networking,purchase,4.5,1,2024-05-27,
5017,U1810,202,Shoe Dryer,Laundry,add_to_cart,,0,2023-01-03,
5018,U0558,4046,Electric Toothbrush,Personal Care,add_to_cart,,0,2023-10-14,
5019,U1507,2702,Countertop Dishwasher,Cleaning,view,,0,2023-01-30,8.0
5020,U1829,462,Handheld Vacuum,Cleaning,add_to_cart,,0,2024-05-24,
5021,U0349,3302,Epilator,Personal Care,add_to_cart,,0,2023-06-26,
5022,U1023,2186,Pool Pump,Outdoor,wishlist,2.9,0,2023-07-15,
5023,U1948,4860,Wall Clock,Decor,view,,0,2024-06-03,131.0
5024,U0992,4502,Steam Iron,Laundry,view,,0,2024-02-02,99.0
5025,U1080,4584,Hedge Trimmer,Tools,add_to_cart,,0,2023-07-07,
5026,U0566,2581,Wall Clock,Decor,view,,0,2023-12-06,12.0
5027,U1475,2467,Door Intercom,Security,wishlist,4.2,0,2023-11-26,
5028,U1599,1772,Massager,Personal Care,view,,0,2023-05-01,22.0
5029,U0767,1757,Steam Iron,Laundry,view,,0,2023-03-31,52.0
5030,U1589,2180,Clothes Dryer,Laundry,view,,0,2024-07-18,141.0
5031,U0686,452,Electric Vehicle Charger,Power,view,,0,2023-09-24,3.0
5032,U1838,3170,Towel Warmer,Bathroom,purchase,2.7,1,2024-06-30,
5033,U1124,3120,Tea Maker,Kitchen,wishlist,4.3,0,2024-04-25,
5034,U1384,3499,Smart TV,Entertainment,add_to_cart,,0,2023-07-29,
5035,U0612,2848,Ceiling Fan,Climate,purchase,4.4,1,2023-08-20,
5036,U1832,2231,Misting Fan,Climate,add_to_cart,,0,2023-07-16,
5037,U1296,1124,Steam Cleaner,Cleaning,purchase,4.3,1,2023-03-15,
5038,U1230,2475,Range Hood,Kitchen,add_to_cart,,0,2023-03-24,
5039,U0121,3070,Massager,Personal Care,view,,0,2023-07-24,215.0
5040,U1658,51,Carpet Cleaner,Cleaning,view,,0,2024-12-14,217.0
5041,U1230,1869,Cotton Candy Machine,Hobby,purchase,4.3,1,2024-07-27,
5042,U0119,137,Knitting Machine,Hobby,purchase,3.7,1,2024-03-24,
5043,U1415,364,RO Purifier,Bathroom,add_to_cart,,0,2024-09-01,
5044,U0563,2932,Hot Plate,Kitchen,wishlist,4.4,0,2024-12-22,
5045,U1791,2211,Trash Compactor,Kitchen,add_to_cart,,0,2024-07-05,
5046,U1403,3717,Central Air Conditioner,Climate,add_to_cart,,0,2023-03-20,
5047,U0769,2698,Mini Fridge,Kitchen,add_to_cart,,0,2023-04-13,
5048,U0513,192,WiFi Extender,Networking,view,,0,2024-12-25,470.0
5049,U0590,1689,Floor Polisher,Cleaning,add_to_cart,,0,2023-08-06,
5050,U0675,1755,Lawn Mower,Tools,add_to_cart,,0,2023-12-03,
5051,U0848,2139,Hair Curler,Personal Care,view,,0,2023-03-31,27.0
5052,U1197,2928,Clock,Decor,view,,0,2023-04-08,164.0
5053,U0156,2578,Convection Microwave,Kitchen,view,,0,2024-08-13,233.0
5054,U1708,3991,Water Pump,Outdoor,add_to_cart,,0,2024-04-17,
5055,U0117,1833,Food Dehydrator,Kitchen,add_to_cart,,0,2023-03-23,
5056,U1543,363,Pressure Washer,Cleaning,view,,0,2024-07-04,181.0
5057,U1094,3063,Sous Vide Cooker,Kitchen,view,,0,2023-04-20,62.0
5058,U0249,3012,Router,Networking,add_to_cart,,0,2023-10-06,
5059,U0950,4623,Pet Feeder,Pet,add_to_cart,,0,2024-03-31,
5060,U1873,443,Electric Lunch Box,Kitchen,view,,0,2024-10-04,53.0
5061,U1878,2367,Soundbar,Entertainment,add_to_cart,,0,2024-07-19,
5062,U1634,4740,Landline Phone,Smart Home,wishlist,4.4,0,2023-05-05,
5063,U0003,1512,Food Dehydrator,Kitchen,wishlist,3.4,0,2023-12-26,
5064,U1014,2580,WiFi Extender,Networking,view,,0,2024-06-26,114.0
5065,U1805,251,Landline Phone,Smart Home,view,,0,2023-02-27,154.0
5066,U1286,2172,CCTV System,Security,view,,0,2024-02-18,40.0
5067,U1548,546,Electric Mop,Cleaning,view,,0,2024-08-19,364.0
5068,U0004,453,Home Sauna,Fitness,view,,0,2024-09-12,83.0
5069,U0105,36,Drip Coffee Maker,Kitchen,view,,0,2024-06-27,12.0
5070,U0728,1251,Sandwich Maker,Kitchen,wishlist,3.4,0,2023-09-11,
5071,U1195,2542,Mixer Grinder,Kitchen,view,,0,2023-08-13,6.0
5072,U1132,1518,Printer,Tools,add_to_cart,,0,2024-08-09,
5073,U1473,3578,Water Flosser,Personal Care,add_to_cart,,0,2024-04-28,
5074,U0499,3822,Steam Cleaner,Cleaning,purchase,5.0,1,2024-02-17,
5075,U1934,3355,Voltage Stabilizer,Power,view,,0,2023-05-22,233.0
5076,U0673,1232,Electric Toothbrush,Personal Care,wishlist,4.1,0,2024-01-29,
5077,U0021,1309,RO Purifier,Bathroom,view,,0,2023-01-14,260.0
5078,U0731,3637,Television,Entertainment,purchase,4.4,1,2023-02-05,
5079,U1358,1189,Smart Bulb,Smart Home,add_to_cart,,0,2023-02-23,
5080,U0799,3392,Aquarium Filter,Pet,add_to_cart,,0,2024-05-22,
5081,U0292,1589,Mini Washing Machine,Laundry,wishlist,4.1,0,2024-10-09,
5082,U1799,2762,Set Top Box,Entertainment,purchase,5.0,1,2023-02-10,
5083,U1740,4779,Foot Massager,Personal Care,add_to_cart,,0,2024-01-02,
5084,U0942,32,Hand Mixer,Kitchen,wishlist,4.6,0,2024-03-19,
5085,U0450,2515,Bidet Seat,Bathroom,purchase,4.8,1,2023-05-01,
5086,U1446,2918,Pet Feeder,Pet,view,,0,2023-09-20,15.0
5087,U1361,4635,Clothesline Dryer,Laundry,wishlist,3.6,0,2024-05-31,
5088,U1193,1144,Air Purifier,Climate,purchase,3.0,1,2024-07-30,
5089,U1951,3336,Dishwasher,Cleaning,view,,0,2024-12-05,165.0
5090,U1538,2427,Smart Refrigerator,Kitchen,purchase,4.9,1,2024-05-15,
5091,U0076,4568,Espresso Machine,Kitchen,view,,0,2023-02-27,265.0
5092,U0624,274,Slow Cooker,Kitchen,purchase,3.6,1,2024-10-28,
5093,U0169,795,Digital Safe,Security,view,,0,2024-04-27,29.0
5094,U1178,3997,Home Automation Controller,Networking,add_to_cart,,0,2024-12-09,
5095,U0867,617,Printer,Tools,purchase,3.6,1,2024-11-01,
5096,U1636,4158,Heating Pad,Personal Care,view,,0,2023-04-08,201.0
5097,U1069,441,Water Filter,Bathroom,wishlist,3.1,0,2023-05-31,
5098,U0181,3699,Emergency Light,Security,add_to_cart,,0,2023-11-02,
5099,U0408,3529,Door Intercom,Security,wishlist,5.0,0,2024-06-27,
5100,U0705,4361,Landline Phone,Smart Home,purchase,5.0,1,2023-04-05,
5101,U1700,55,Smart Door Lock,Security,view,,0,2023-01-18,61.0
5102,U1369,1075,Hot Plate,Kitchen,add_to_cart,,0,2024-05-12,
5103,U0011,1926,Video Doorbell,Security,wishlist,4.7,0,2023-12-28,
5104,U0403,4155,Cotton Candy Machine,Hobby,add_to_cart,,0,2024-03-01,
5105,U0548,2192,Dough Maker,Kitchen,wishlist,3.6,0,2024-08-12,
5106,U1817,808,Electric Toothbrush,Personal Care,add_to_cart,,0,2023-01-01,
5107,U0852,122,Countertop Dishwasher,Cleaning,wishlist,4.9,0,2023-03-05,
5108,U0333,4723,Streaming Device,Entertainment,view,,0,2024-05-07,41.0
5109,U1000,3954,Massage Chair,Personal Care,purchase,4.2,1,2023-05-30,
5110,U1592,913,Fermentation Crock,Hobby,view,,0,2023-01-28,71.0
5111,U0938,4810,Induction Cooktop,Kitchen,add_to_cart,,0,2024-12-18,
5112,U0220,2404,WiFi Extender,Networking,view,,0,2023-01-09,246.0
5113,U1876,4921,Soundbar,Entertainment,wishlist,4.1,0,2023-09-03,
5114,U0229,455,Home Automation Controller,Networking,purchase,3.3,1,2023-04-01,
5115,U1381,2106,Electric Fireplace,Climate,wishlist,3.3,0,2024-11-13,
5116,U1556,521,Fermentation Crock,Hobby,wishlist,4.5,0,2024-04-22,
5117,U0564,510,Home Sauna,Fitness,wishlist,3.4,0,2023-04-27,
5118,U0840,3327,Modem,Networking,purchase,3.3,1,2024-02-04,
5119,U1950,1283,Smart Oven,Kitchen,add_to_cart,,0,2024-05-02,
5120,U0138,4034,Wall Clock,Decor,view,,0,2023-04-16,1.0
5121,U0811,1149,Landline Phone,Smart Home,purchase,3.0,1,2023-05-19,
5122,U1007,4999,Deep Fryer,Kitchen,purchase,4.2,1,2023-09-03,
5123,U0977,1024,Electric Stove,Kitchen,view,,0,2023-09-25,173.0
5124,U0330,3079,Cold Press Juicer,Kitchen,add_to_cart,,0,2023-08-03,
5125,U0421,3916,Air Conditioner,Climate,view,,0,2023-03-30,56.0
5126,U1175,2,Electric Scooter Charger,Power,view,,0,2023-06-15,34.0
5127,U1329,3756,Coffee Grinder,Kitchen,purchase,4.9,1,2023-06-18,
5128,U0588,3968,Scanner,Tools,view,,0,2023-06-02,56.0
5129,U1318,4549,Router,Networking,view,,0,2023-01-26,97.0
5130,U0275,75,Clock,Decor,view,,0,2023-02-21,76.0
5131,U0054,169,Digital Safe,Security,view,,0,2023-08-27,115.0
5132,U0168,401,Video Doorbell,Security,wishlist,3.7,0,2024-11-17,
5133,U0179,2990,Emergency Light,Security,purchase,4.5,1,2024-05-28,
5134,U0950,1002,UV Water Purifier,Bathroom,purchase,4.7,1,2024-01-24,
5135,U1944,577,3D Printer,Hobby,view,,0,2024-08-13,152.0
5136,U0993,3875,Smart Hub,Networking,view,,0,2024-12-30,91.0
5137,U1463,344,Sandwich Maker,Kitchen,view,,0,2024-09-07,54.0
5138,U0942,4549,Router,Networking,add_to_cart,,0,2024-03-03,
5139,U1640,293,CCTV System,Security,add_to_cart,,0,2024-05-16,
