User_ID,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
U0315,26-35,Male,Working Professional,Ahmedabad,Independent House,Premium,Yes,No,Networking
U0316,26-35,Male,Business Owner,Chennai,Independent House,Luxury,No,No,Power
U0317,18-25,Male,Student,Kolkata,Independent House,Budget,Yes,No,Personal Care
U0318,36-45,Female,Working Professional,Bangalore,PG/Hostel,Mid-Range,No,No,Cleaning
U0319,46-55,Female,Student,Bangalore,Apartment,Budget,Yes,No,Networking
U0320,26-35,Male,Retired,Kolkata,Independent House,Premium,No,Yes,Entertainment
U0321,36-45,Female,Homemaker,Pune,Apartment,Premium,Yes,No,Entertainment
U0322,26-35,Male,Working Professional,Kolkata,Apartment,Premium,Yes,Yes,Hobby
U0323,18-25,Male,Student,Bangalore,Apartment,Budget,Yes,Yes,Hobby
U0324,36-45,Female,Homemaker,Chennai,Apartment,Premium,No,Yes,Outdoor
U0325,18-25,Female,Student,Hyderabad,Independent House,Mid-Range,Yes,No,Cleaning
U0326,18-25,Male,Retired,Ahmedabad,Independent House,Mid-Range,No,No,Smart Home
U0327,36-45,Female,Business Owner,Delhi,PG/Hostel,Luxury,Yes,Yes,Outdoor
U0328,26-35,Male,Business Owner,Bangalore,PG/Hostel,Premium,No,Yes,Hobby
U0329,36-45,Male,Business Owner,Bangalore,Independent House,Premium,Yes,Yes,Networking
U0330,36-45,Male,Homemaker,Ahmedabad,Apartment,Premium,No,No,Kitchen
U0331,26-35,Female,Student,Chennai,Apartment,Budget,Yes,No,Climate
U0332,55+,Male,Working Professional,Kolkata,PG/Hostel,Premium,No,Yes,Smart Home
U0333,36-45,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,Yes,No,Entertainment
U0334,26-35,Other,Retired,Lucknow,Independent House,Luxury,Yes,No,Fitness
U0335,18-25,Male,Homemaker,Delhi,Apartment,Mid-Range,No,Yes,Personal Care
U0336,26-35,Female,Working Professional,Hyderabad,Independent House,Premium,Yes,No,Outdoor
U0337,36-45,Male,Working Professional,Chennai,Apartment,Mid-Range,Yes,No,Decor
U0338,55+,Female,Student,Chennai,Independent House,Budget,No,Yes,Personal Care
U0339,26-35,Female,Homemaker,Bangalore,PG/Hostel,Mid-Range,No,No,Smart Home
U0340,55+,Male,Working Professional,Mumbai,Independent House,Mid-Range,Yes,No,Decor
U0341,55+,Female,Working Professional,Lucknow,Independent House,Mid-Range,Yes,No,Climate
U0342,36-45,Female,Student,Chennai,Villa,Mid-Range,Yes,No,Pet
U0343,18-25,Other,Working Professional,Ahmedabad,Apartment,Premium,Yes,Yes,Cleaning
U0344,46-55,Male,Working Professional,Ahmedabad,PG/Hostel,Premium,Yes,Yes,Entertainment
U0345,26-35,Male,Working Professional,Pune,Independent House,Premium,No,No,Pet
U0346,18-25,Other,Working Professional,Pune,Apartment,Mid-Range,Yes,Yes,Laundry
U0347,36-45,Female,Working Professional,Delhi,Apartment,Premium,Yes,Yes,Hobby
U0348,55+,Male,Working Professional,Chennai,Apartment,Mid-Range,No,No,Fitness
U0349,18-25,Male,Working Professional,Bangalore,PG/Hostel,Mid-Range,No,No,Smart Home
U0350,26-35,Female,Working Professional,Bangalore,Independent House,Mid-Range,Yes,Yes,Climate
U0351,18-25,Male,Student,Ahmedabad,Independent House,Mid-Range,Yes,No,Bathroom
U0352,36-45,Female,Working Professional,Hyderabad,PG/Hostel,Premium,Yes,Yes,Power
U0353,36-45,Male,Business Owner,Ahmedabad,Apartment,Luxury,Yes,No,Climate
U0354,26-35,Female,Student,Jaipur,Villa,Mid-Range,Yes,Yes,Entertainment
U0355,18-25,Male,Student,Pune,Villa,Mid-Range,No,Yes,Pet
U0356,26-35,Male,Working Professional,Lucknow,Apartment,Mid-Range,Yes,Yes,Outdoor
U0357,55+,Male,Retired,Kolkata,Villa,Mid-Range,No,No,Decor
U0358,36-45,Male,Business Owner,Bangalore,Independent House,Premium,No,Yes,Smart Home
U0359,26-35,Male,Homemaker,Bangalore,Apartment,Premium,Yes,Yes,Bathroom
U0360,26-35,Male,Homemaker,Mumbai,Independent House,Mid-Range,Yes,No,Climate
U0361,55+,Female,Student,Bangalore,Apartment,Mid-Range,No,No,Smart Home
U0362,46-55,Female,Student,Bangalore,PG/Hostel,Mid-Range,Yes,No,Outdoor
U0363,55+,Female,Homemaker,Jaipur,Independent House,Premium,No,No,Outdoor
U0364,46-55,Male,Working Professional,Mumbai,Villa,Premium,Yes,No,Fitness
U0365,36-45,Male,Homemaker,Mumbai,Independent House,Premium,No,Yes,Laundry
U0366,26-35,Male,Homemaker,Lucknow,Independent House,Mid-Range,No,Yes,Pet
U0367,55+,Other,Student,Hyderabad,Apartment,Budget,Yes,No,Hobby
U0368,46-55,Female,Business Owner,Mumbai,Independent House,Premium,Yes,No,Fitness
U0369,46-55,Male,Working Professional,Kolkata,Independent House,Mid-Range,Yes,No,Climate
U0370,46-55,Female,Homemaker,Bangalore,Apartment,Mid-Range,No,No,Climate
U0371,46-55,Female,Student,Pune,Apartment,Mid-Range,No,No,Smart Home
U0372,26-35,Male,Working Professional,Chennai,Independent House,Premium,Yes,Yes,Laundry
U0373,26-35,Male,Working Professional,Jaipur,Apartment,Premium,Yes,No,Outdoor
U0374,26-35,Female,Student,Hyderabad,Independent House,Mid-Range,No,Yes,Climate
U0375,36-45,Male,Working Professional,Jaipur,PG/Hostel,Premium,No,No,Decor
U0376,36-45,Male,Working Professional,Delhi,Apartment,Premium,Yes,No,Pet
U0377,26-35,Female,Working Professional,Bangalore,Independent House,Premium,Yes,Yes,Kitchen
U0378,36-45,Female,Homemaker,Ahmedabad,Independent House,Premium,No,No,Tools
U0379,55+,Male,Student,Jaipur,Apartment,Budget,Yes,No,Decor
U0380,36-45,Male,Business Owner,Delhi,Villa,Premium,No,No,Laundry
U0381,18-25,Male,Retired,Jaipur,Apartment,Mid-Range,Yes,Yes,Hobby
U0382,26-35,Male,Working Professional,Pune,Apartment,Premium,No,Yes,Entertainment
U0383,46-55,Male,Working Professional,Jaipur,Independent House,Mid-Range,No,Yes,Climate
U0384,36-45,Male,Working Professional,Hyderabad,Apartment,Premium,No,Yes,Outdoor
U0385,18-25,Male,Homemaker,Delhi,Independent House,Mid-Range,No,Yes,Power
U0386,36-45,Female,Student,Kolkata,Apartment,Budget,No,Yes,Power
U0387,55+,Female,Working Professional,Ahmedabad,Independent House,Premium,Yes,No,Outdoor
U0388,18-25,Female,Homemaker,Mumbai,Independent House,Mid-Range,Yes,Yes,Smart Home
U0389,46-55,Male,Business Owner,Ahmedabad,Apartment,Luxury,No,No,Climate
U0390,36-45,Female,Working Professional,Jaipur,Villa,Mid-Range,Yes,Yes,Hobby
U0391,26-35,Female,Working Professional,Bangalore,Apartment,Premium,No,Yes,Personal Care
U0392,46-55,Female,Working Professional,Pune,Apartment,Mid-Range,No,No,Tools
U0393,36-45,Female,Working Professional,Lucknow,Apartment,Mid-Range,No,No,Fitness
U0394,36-45,Male,Business Owner,Delhi,Apartment,Luxury,Yes,Yes,Entertainment
U0395,18-25,Female,Homemaker,Pune,Independent House,Premium,No,Yes,Pet
U0396,26-35,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,No,No,Outdoor
U0397,55+,Female,Student,Chennai,Apartment,Budget,No,No,Power
U0398,26-35,Female,Homemaker,Ahmedabad,Villa,Mid-Range,Yes,Yes,Bathroom
U0399,18-25,Female,Student,Delhi,Independent House,Mid-Range,No,No,Networking
U0400,26-35,Male,Student,Hyderabad,PG/Hostel,Budget,No,Yes,Cleaning
U0401,18-25,Male,Working Professional,Kolkata,Apartment,Premium,No,No,Tools
U0402,18-25,Male,Working Professional,Lucknow,PG/Hostel,Mid-Range,No,Yes,Cleaning
U0403,26-35,Female,Working Professional,Delhi,Independent House,Premium,No,Yes,Bathroom
U0404,36-45,Male,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Bathroom
U0405,55+,Female,Homemaker,Delhi,Independent House,Premium,No,No,Climate
U0406,26-35,Female,Student,Jaipur,Villa,Budget,Yes,Yes,Entertainment
U0407,18-25,Male,Homemaker,Ahmedabad,Independent House,Premium,No,Yes,Outdoor
U0408,18-25,Female,Working Professional,Kolkata,Apartment,Mid-Range,Yes,Yes,Tools
U0409,36-45,Female,Business Owner,Mumbai,Apartment,Premium,Yes,No,Power
U0410,26-35,Other,Student,Ahmedabad,Villa,Budget,Yes,Yes,Entertainment
U0411,36-45,Female,Business Owner,Pune,Independent House,Luxury,No,Yes,Pet
U0412,18-25,Male,Homemaker,Delhi,PG/Hostel,Premium,No,Yes,Entertainment
U0413,46-55,Male,Homemaker,Delhi,Apartment,Premium,Yes,No,Bathroom
U0414,26-35,Male,Working Professional,Hyderabad,Villa,Mid-Range,No,No,Outdoor
U0415,36-45,Male,Working Professional,Jaipur,Apartment,Premium,Yes,Yes,Laundry
U0416,36-45,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,Yes,Yes,Hobby
U0417,55+,Male,Business Owner,Kolkata,Villa,Premium,No,No,Security
U0418,18-25,Male,Business Owner,Hyderabad,PG/Hostel,Premium,Yes,Yes,Cleaning
U0419,46-55,Female,Business Owner,Hyderabad,Apartment,Premium,No,No,Laundry
U0420,18-25,Male,Working Professional,Mumbai,Independent House,Mid-Range,Yes,No,Laundry
U0421,26-35,Female,Retired,Lucknow,PG/Hostel,Luxury,No,Yes,Smart Home
U0422,18-25,Female,Business Owner,Chennai,Independent House,Premium,No,No,Bathroom
U0423,36-45,Male,Homemaker,Kolkata,Independent House,Mid-Range,Yes,Yes,Personal Care
U0424,26-35,Male,Student,Jaipur,Apartment,Mid-Range,Yes,No,Pet
U0425,18-25,Other,Student,Kolkata,Independent House,Mid-Range,Yes,Yes,Personal Care
U0426,55+,Male,Working Professional,Hyderabad,Independent House,Premium,No,Yes,Entertainment
U0427,26-35,Female,Student,Mumbai,Apartment,Mid-Range,Yes,No,Bathroom
U0428,36-45,Male,Homemaker,Kolkata,Apartment,Mid-Range,Yes,Yes,Kitchen
U0429,46-55,Male,Working Professional,Pune,Villa,Premium,Yes,No,Tools
U0430,18-25,Other,Homemaker,Chennai,Apartment,Mid-Range,Yes,Yes,Power
U0431,18-25,Male,Student,Hyderabad,Apartment,Budget,No,Yes,Tools
U0432,36-45,Female,Student,Hyderabad,Villa,Mid-Range,No,Yes,Security
U0433,46-55,Male,Homemaker,Hyderabad,Independent House,Mid-Range,No,Yes,Climate
U0434,36-45,Male,Working Professional,Lucknow,PG/Hostel,Mid-Range,No,Yes,Laundry
U0435,26-35,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Networking
U0436,46-55,Female,Homemaker,Chennai,Apartment,Premium,Yes,No,Cleaning
U0437,26-35,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,No,Yes,Tools
U0438,46-55,Female,Student,Pune,Apartment,Mid-Range,Yes,No,Laundry
U0439,18-25,Other,Working Professional,Mumbai,PG/Hostel,Mid-Range,Yes,No,Fitness
U0440,55+,Male,Working Professional,Bangalore,Independent House,Premium,Yes,Yes,Laundry
U0441,26-35,Male,Business Owner,Jaipur,Independent House,Luxury,No,No,Decor
U0442,18-25,Female,Working Professional,Ahmedabad,Independent House,Premium,Yes,No,Networking
U0443,26-35,Male,Working Professional,Bangalore,PG/Hostel,Mid-Range,No,Yes,Power
U0444,46-55,Female,Retired,Mumbai,Apartment,Luxury,No,Yes,Power
U0445,36-45,Male,Working Professional,Kolkata,PG/Hostel,Mid-Range,Yes,No,Kitchen
U0446,18-25,Male,Business Owner,Mumbai,Independent House,Premium,Yes,Yes,Power
U0447,36-45,Female,Business Owner,Ahmedabad,Independent House,Luxury,Yes,No,Fitness
U0448,18-25,Male,Working Professional,Mumbai,Independent House,Mid-Range,Yes,Yes,Outdoor
U0449,36-45,Male,Homemaker,Jaipur,Apartment,Mid-Range,No,No,Personal Care
U0450,36-45,Male,Student,Delhi,Apartment,Budget,Yes,Yes,Bathroom
U0451,55+,Male,Homemaker,Pune,Apartment,Premium,Yes,No,Networking
U0452,26-35,Female,Homemaker,Ahmedabad,Apartment,Premium,No,No,Laundry
U0453,18-25,Female,Student,Delhi,PG/Hostel,Mid-Range,No,No,Power
U0454,26-35,Male,Student,Kolkata,Villa,Budget,Yes,Yes,Power
U0455,26-35,Female,Homemaker,Bangalore,Apartment,Mid-Range,Yes,No,Smart Home
U0456,26-35,Female,Student,Jaipur,PG/Hostel,Budget,No,Yes,Climate
U0457,36-45,Male,Working Professional,Mumbai,Villa,Premium,No,No,Decor
U0458,46-55,Other,Working Professional,Bangalore,Independent House,Mid-Range,No,Yes,Tools
U0459,36-45,Female,Homemaker,Kolkata,Independent House,Mid-Range,No,Yes,Laundry
U0460,18-25,Female,Working Professional,Jaipur,Apartment,Premium,Yes,No,Entertainment
U0461,26-35,Male,Working Professional,Jaipur,Independent House,Mid-Range,No,Yes,Hobby
U0462,55+,Male,Working Professional,Hyderabad,Apartment,Premium,No,Yes,Pet
U0463,46-55,Male,Homemaker,Mumbai,PG/Hostel,Premium,No,No,Cleaning
U0464,46-55,Female,Business Owner,Hyderabad,Apartment,Luxury,Yes,No,Fitness
U0465,46-55,Female,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Outdoor
U0466,46-55,Male,Homemaker,Delhi,Independent House,Mid-Range,Yes,Yes,Entertainment
U0467,55+,Male,Retired,Kolkata,Apartment,Luxury,No,Yes,Security
U0468,18-25,Female,Homemaker,Ahmedabad,Apartment,Premium,Yes,Yes,Entertainment
U0469,36-45,Female,Business Owner,Bangalore,Independent House,Premium,Yes,No,Bathroom
U0470,36-45,Male,Working Professional,Delhi,Independent House,Premium,Yes,Yes,Kitchen
U0471,36-45,Female,Business Owner,Kolkata,PG/Hostel,Luxury,Yes,Yes,Kitchen
U0472,18-25,Male,Working Professional,Lucknow,Apartment,Mid-Range,Yes,Yes,Personal Care
U0473,36-45,Male,Retired,Chennai,Apartment,Mid-Range,No,Yes,Kitchen
U0474,46-55,Female,Working Professional,Kolkata,Independent House,Mid-Range,Yes,Yes,Kitchen
U0475,36-45,Male,Working Professional,Chennai,PG/Hostel,Premium,No,No,Climate
U0476,36-45,Female,Student,Ahmedabad,Apartment,Budget,Yes,Yes,Pet
U0477,36-45,Female,Working Professional,Lucknow,Apartment,Premium,Yes,No,Cleaning
U0478,26-35,Male,Student,Kolkata,PG/Hostel,Mid-Range,No,No,Entertainment
U0479,55+,Male,Working Professional,Pune,Independent House,Premium,Yes,No,Climate
U0480,46-55,Male,Homemaker,Bangalore,Apartment,Premium,No,No,Outdoor
U0481,36-45,Female,Student,Lucknow,Apartment,Mid-Range,No,Yes,Decor
U0482,46-55,Female,Student,Pune,Independent House,Mid-Range,Yes,No,Personal Care
U0483,36-45,Female,Student,Ahmedabad,Independent House,Budget,No,Yes,Outdoor
U0484,36-45,Female,Homemaker,Kolkata,PG/Hostel,Mid-Range,No,Yes,Outdoor
U0485,26-35,Female,Business Owner,Chennai,Apartment,Premium,No,No,Pet
U0486,18-25,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,No,Yes,Pet
U0487,46-55,Male,Working Professional,Jaipur,Apartment,Premium,Yes,No,Kitchen
U0488,26-35,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Power
U0489,36-45,Other,Homemaker,Pune,Villa,Premium,No,Yes,Security
U0490,36-45,Female,Working Professional,Chennai,PG/Hostel,Mid-Range,Yes,No,Laundry
U0491,18-25,Female,Working Professional,Pune,Apartment,Premium,Yes,No,Bathroom
U0492,36-45,Male,Homemaker,Pune,Apartment,Mid-Range,No,Yes,Outdoor
U0493,26-35,Male,Student,Delhi,PG/Hostel,Mid-Range,Yes,No,Entertainment
U0494,26-35,Male,Working Professional,Chennai,Villa,Premium,Yes,No,Bathroom
U0495,26-35,Female,Working Professional,Pune,PG/Hostel,Premium,Yes,Yes,Cleaning
U0496,18-25,Male,Business Owner,Delhi,Independent House,Luxury,Yes,No,Hobby
U0497,18-25,Female,Student,Pune,Independent House,Budget,No,Yes,Personal Care
U0498,26-35,Female,Homemaker,Jaipur,Apartment,Mid-Range,Yes,Yes,Fitness
U0499,36-45,Female,Student,Hyderabad,Independent House,Mid-Range,No,No,Personal Care
U0500,55+,Male,Student,Kolkata,Apartment,Mid-Range,Yes,No,Tools
U0501,26-35,Female,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Tools
U0502,26-35,Male,Homemaker,Chennai,PG/Hostel,Mid-Range,No,No,Kitchen
U0503,18-25,Male,Working Professional,Jaipur,Apartment,Mid-Range,Yes,Yes,Cleaning
U0504,55+,Female,Student,Chennai,Apartment,Budget,No,No,Smart Home
U0505,26-35,Male,Business Owner,Lucknow,Independent House,Luxury,Yes,Yes,Networking
U0506,55+,Female,Working Professional,Lucknow,Apartment,Premium,Yes,No,Outdoor
U0507,26-35,Female,Working Professional,Bangalore,Villa,Mid-Range,Yes,Yes,Hobby
U0508,26-35,Male,Homemaker,Pune,Independent House,Mid-Range,No,Yes,Fitness
U0509,26-35,Female,Retired,Bangalore,Apartment,Luxury,No,Yes,Climate
U0510,18-25,Male,Student,Jaipur,Apartment,Budget,Yes,Yes,Personal Care
U0511,46-55,Female,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Security
U0512,46-55,Male,Homemaker,Bangalore,Independent House,Premium,Yes,Yes,Bathroom
U0513,36-45,Male,Student,Kolkata,Independent House,Mid-Range,No,Yes,Cleaning
U0514,18-25,Female,Retired,Bangalore,Independent House,Premium,Yes,Yes,Laundry
U0515,26-35,Female,Working Professional,Mumbai,Independent House,Premium,Yes,Yes,Personal Care
U0516,18-25,Female,Working Professional,Lucknow,Independent House,Premium,No,No,Bathroom
U0517,18-25,Male,Business Owner,Lucknow,Apartment,Premium,Yes,No,Networking
U0518,18-25,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,Yes,No,Hobby
U0519,26-35,Female,Business Owner,Chennai,PG/Hostel,Premium,No,Yes,Decor
U0520,26-35,Other,Working Professional,Delhi,PG/Hostel,Premium,Yes,No,Laundry
U0521,18-25,Male,Student,Lucknow,Villa,Budget,No,No,Fitness
U0522,36-45,Male,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Tools
U0523,46-55,Female,Working Professional,Lucknow,Villa,Mid-Range,Yes,Yes,Personal Care
U0524,26-35,Male,Working Professional,Chennai,PG/Hostel,Premium,Yes,Yes,Bathroom
U0525,36-45,Female,Homemaker,Bangalore,Apartment,Mid-Range,No,No,Power
U0526,55+,Male,Working Professional,Bangalore,Independent House,Premium,No,Yes,Entertainment
U0527,46-55,Female,Working Professional,Hyderabad,Villa,Premium,No,No,Climate
U0528,26-35,Male,Retired,Lucknow,Apartment,Mid-Range,No,Yes,Pet
U0529,18-25,Female,Business Owner,Delhi,Apartment,Luxury,No,No,Kitchen
U0530,26-35,Male,Homemaker,Jaipur,PG/Hostel,Premium,No,No,Networking
U0531,46-55,Other,Working Professional,Ahmedabad,Apartment,Premium,Yes,Yes,Kitchen
U0532,55+,Female,Homemaker,Pune,Apartment,Premium,No,No,Pet
U0533,46-55,Male,Working Professional,Kolkata,Apartment,Mid-Range,No,No,Smart Home
U0534,36-45,Female,Working Professional,Pune,PG/Hostel,Premium,Yes,Yes,Climate
U0535,18-25,Male,Homemaker,Mumbai,PG/Hostel,Premium,Yes,Yes,Cleaning
U0536,46-55,Female,Working Professional,Delhi,Apartment,Mid-Range,No,Yes,Cleaning
U0537,26-35,Male,Business Owner,Kolkata,Apartment,Premium,Yes,No,Entertainment
U0538,26-35,Male,Business Owner,Bangalore,Apartment,Luxury,No,No,Kitchen
U0539,36-45,Male,Business Owner,Chennai,Apartment,Luxury,Yes,No,Personal Care
U0540,18-25,Male,Working Professional,Kolkata,Independent House,Mid-Range,Yes,No,Laundry
U0541,36-45,Male,Homemaker,Delhi,PG/Hostel,Premium,No,Yes,Climate
U0542,26-35,Female,Retired,Bangalore,Apartment,Mid-Range,No,Yes,Cleaning
U0543,36-45,Female,Working Professional,Mumbai,Apartment,Mid-Range,Yes,No,Fitness
U0544,18-25,Male,Business Owner,Ahmedabad,PG/Hostel,Premium,Yes,Yes,Hobby
U0545,26-35,Female,Homemaker,Pune,Independent House,Mid-Range,Yes,Yes,Pet
U0546,26-35,Male,Working Professional,Bangalore,Apartment,Mid-Range,Yes,Yes,Personal Care
U0547,36-45,Female,Retired,Pune,PG/Hostel,Premium,No,No,Entertainment
U0548,46-55,Male,Homemaker,Lucknow,Villa,Premium,No,No,Kitchen
U0549,36-45,Male,Working Professional,Bangalore,Apartment,Mid-Range,No,No,Pet
U0550,26-35,Female,Business Owner,Kolkata,Apartment,Luxury,Yes,Yes,Decor
U0551,55+,Male,Student,Hyderabad,Apartment,Budget,Yes,No,Outdoor
U0552,36-45,Male,Business Owner,Chennai,PG/Hostel,Premium,Yes,No,Tools
U0553,26-35,Female,Business Owner,Chennai,PG/Hostel,Luxury,No,No,Laundry
U0554,18-25,Female,Retired,Kolkata,Apartment,Premium,Yes,Yes,Kitchen
U0555,46-55,Female,Working Professional,Pune,Apartment,Mid-Range,No,Yes,Fitness
U0556,36-45,Male,Working Professional,Jaipur,Apartment,Premium,Yes,No,Kitchen
U0557,18-25,Male,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Power
U0558,26-35,Female,Working Professional,Kolkata,Apartment,Mid-Range,Yes,Yes,Bathroom
U0559,55+,Female,Business Owner,Kolkata,Independent House,Luxury,No,Yes,Entertainment
U0560,46-55,Male,Working Professional,Delhi,Apartment,Premium,Yes,No,Tools
U0561,46-55,Female,Student,Jaipur,Villa,Budget,Yes,No,Kitchen
U0562,46-55,Male,Working Professional,Kolkata,PG/Hostel,Premium,No,No,Power
U0563,36-45,Male,Student,Delhi,Villa,Budget,No,Yes,Power
U0564,36-45,Female,Business Owner,Bangalore,Independent House,Luxury,Yes,No,Security
U0565,36-45,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,No,No,Decor
U0566,46-55,Female,Homemaker,Pune,Apartment,Mid-Range,Yes,No,Decor
U0567,36-45,Female,Homemaker,Mumbai,Independent House,Mid-Range,Yes,Yes,Bathroom
U0568,26-35,Male,Working Professional,Chennai,Apartment,Mid-Range,No,Yes,Kitchen
U0569,26-35,Female,Homemaker,Ahmedabad,Independent House,Premium,No,Yes,Personal Care
U0570,36-45,Female,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Hobby
U0571,26-35,Male,Working Professional,Jaipur,Apartment,Mid-Range,Yes,No,Security
U0572,18-25,Other,Working Professional,Mumbai,Apartment,Mid-Range,Yes,Yes,Entertainment
U0573,26-35,Female,Working Professional,Mumbai,Apartment,Mid-Range,Yes,No,Fitness
U0574,26-35,Male,Working Professional,Pune,Apartment,Mid-Range,Yes,No,Smart Home
U0575,26-35,Male,Student,Delhi,Apartment,Mid-Range,Yes,Yes,Power
U0576,46-55,Female,Working Professional,Hyderabad,Apartment,Mid-Range,No,No,Pet
U0577,55+,Male,Working Professional,Ahmedabad,Independent House,Mid-Range,No,No,Outdoor
U0578,18-25,Female,Working Professional,Delhi,PG/Hostel,Premium,Yes,Yes,Tools
U0579,26-35,Other,Homemaker,Lucknow,Apartment,Premium,No,No,Laundry
U0580,26-35,Male,Working Professional,Pune,Apartment,Premium,Yes,Yes,Tools
U0581,55+,Female,Homemaker,Bangalore,Apartment,Mid-Range,Yes,No,Laundry
U0582,46-55,Female,Retired,Pune,Apartment,Luxury,No,No,Security
U0583,36-45,Male,Student,Mumbai,Apartment,Mid-Range,No,Yes,Outdoor
U0584,36-45,Male,Homemaker,Hyderabad,Apartment,Mid-Range,No,Yes,Climate
U0585,26-35,Male,Working Professional,Bangalore,Apartment,Mid-Range,No,Yes,Laundry
U0586,46-55,Male,Student,Pune,Apartment,Mid-Range,Yes,No,Hobby
U0587,55+,Female,Homemaker,Kolkata,Apartment,Mid-Range,Yes,No,Fitness
U0588,36-45,Female,Student,Hyderabad,Villa,Budget,Yes,No,Pet
U0589,36-45,Female,Business Owner,Pune,Apartment,Luxury,Yes,Yes,Tools
U0590,55+,Female,Student,Lucknow,Apartment,Budget,Yes,Yes,Cleaning
U0591,18-25,Male,Working Professional,Pune,Independent House,Premium,Yes,Yes,Tools
U0592,36-45,Male,Student,Chennai,Independent House,Mid-Range,Yes,No,Kitchen
U0593,26-35,Female,Homemaker,Chennai,PG/Hostel,Mid-Range,No,No,Power
U0594,36-45,Female,Working Professional,Pune,Apartment,Mid-Range,Yes,No,Networking
U0595,26-35,Male,Business Owner,Jaipur,PG/Hostel,Luxury,Yes,Yes,Personal Care
U0596,46-55,Female,Business Owner,Kolkata,Apartment,Premium,No,No,Laundry
U0597,26-35,Male,Homemaker,Ahmedabad,Independent House,Mid-Range,Yes,No,Hobby
U0598,36-45,Male,Homemaker,Mumbai,Apartment,Mid-Range,No,No,Entertainment
U0599,26-35,Female,Student,Kolkata,Apartment,Budget,Yes,Yes,Kitchen
U0600,18-25,Female,Student,Delhi,Independent House,Mid-Range,Yes,Yes,Cleaning
U0601,26-35,Male,Student,Delhi,Apartment,Budget,No,No,Smart Home
U0602,36-45,Male,Homemaker,Mumbai,Apartment,Mid-Range,No,Yes,Fitness
U0603,55+,Female,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Personal Care
U0604,26-35,Female,Student,Hyderabad,Villa,Mid-Range,No,Yes,Cleaning
U0605,26-35,Male,Student,Mumbai,Apartment,Budget,No,Yes,Outdoor
U0606,18-25,Female,Student,Kolkata,Independent House,Mid-Range,No,Yes,Kitchen
U0607,26-35,Male,Business Owner,Kolkata,Villa,Luxury,Yes,Yes,Bathroom
U0608,26-35,Female,Business Owner,Jaipur,PG/Hostel,Premium,No,No,Networking
U0609,55+,Other,Working Professional,Jaipur,Apartment,Premium,No,Yes,Bathroom
U0610,26-35,Female,Working Professional,Kolkata,Apartment,Premium,Yes,Yes,Laundry
U0611,36-45,Female,Working Professional,Chennai,PG/Hostel,Mid-Range,Yes,No,Bathroom
U0612,26-35,Male,Working Professional,Lucknow,Apartment,Premium,No,No,Hobby
U0613,18-25,Male,Working Professional,Hyderabad,Villa,Mid-Range,Yes,No,Power
U0614,36-45,Female,Working Professional,Lucknow,Apartment,Mid-Range,No,No,Networking
U0615,26-35,Female,Homemaker,Bangalore,Apartment,Mid-Range,Yes,Yes,Networking
U0616,55+,Female,Business Owner,Pune,Independent House,Premium,No,No,Tools
U0617,36-45,Male,Working Professional,Jaipur,Apartment,Premium,Yes,Yes,Kitchen
U0618,26-35,Male,Working Professional,Hyderabad,Villa,Mid-Range,Yes,Yes,Climate
U0619,55+,Female,Homemaker,Pune,PG/Hostel,Mid-Range,No,Yes,Entertainment
U0620,18-25,Male,Business Owner,Bangalore,PG/Hostel,Luxury,No,No,Smart Home
U0621,26-35,Female,Business Owner,Mumbai,Apartment,Premium,Yes,No,Entertainment
U0622,26-35,Female,Retired,Jaipur,PG/Hostel,Mid-Range,No,No,Networking
U0623,36-45,Male,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Entertainment
U0624,46-55,Female,Working Professional,Kolkata,Independent House,Mid-Range,No,No,Smart Home
U0625,36-45,Other,Business Owner,Jaipur,Apartment,Premium,No,No,Networking
U0626,46-55,Female,Homemaker,Lucknow,Villa,Mid-Range,No,Yes,Outdoor
U0627,26-35,Female,Student,Bangalore,Apartment,Budget,No,No,Pet
U0628,46-55,Male,Business Owner,Bangalore,PG/Hostel,Premium,No,No,Laundry
U0629,26-35,Female,Working Professional,Ahmedabad,Villa,Mid-Range,Yes,No,Laundry
U0630,18-25,Female,Working Professional,Pune,Independent House,Premium,Yes,No,Kitchen
